name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-05,10.9,7.9,9.8,10.9,4.7,8.3,6.3,79.2,0,0,0,rain,0,0,45.5,24.4,238.9,1016.9,87.4,39.6,19.4,1.7,1,10,2024-02-05T07:40:01,2024-02-05T16:57:09,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-06,12.4,4.3,10,12.4,2.1,9.6,7.3,83.4,14.4,100,41.67,rain,0,0,48.4,26.9,244.9,1006.3,96.2,30.9,14.6,1.3,1,10,2024-02-06T07:38:17,2024-02-06T16:59:03,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-07,6.5,1.4,3.6,6.5,0,3.1,2,89.2,0.506,100,16.67,rain,0,0,10.9,7.6,38.1,1006,76.7,20.8,41.8,3.7,2,10,2024-02-07T07:36:31,2024-02-07T17:00:57,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-08,7.3,1.2,3.9,4.8,-2.2,0.5,3.3,96,19.126,100,79.17,"rain,snow",1.1,0.2,45.5,29.5,98.9,991.1,99.9,5.9,7.5,0.6,0,10,2024-02-08T07:34:43,2024-02-08T17:02:51,0.95,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-09,11.8,7.9,9.7,11.8,5.3,8.4,8.7,94.2,9.573,100,95.83,rain,0,0.1,29.2,16.8,185.1,975.4,98.2,24.1,20,1.8,1,10,2024-02-09T07:32:54,2024-02-09T17:04:45,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-10,9.6,5,7.5,8.5,4.9,6.9,6.6,93.9,0.901,100,45.83,rain,0,0,15.3,10.2,146.5,982.6,85.9,20.8,29.2,2.5,1,10,2024-02-10T07:31:03,2024-02-10T17:06:40,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-11,8.6,3.5,6,6.7,1.5,4.3,4.4,90.3,0.513,100,25,rain,0,0,24.7,16.7,279.9,990.5,73.6,23,21.7,2,1,10,2024-02-11T07:29:11,2024-02-11T17:08:34,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-12,8.6,2.5,5.2,5.9,-0.4,2.6,1.7,79.8,0.253,100,20.83,rain,0,0,31.8,19.5,240.1,1004,34,46.1,44.9,4,4,10,2024-02-12T07:27:17,2024-02-12T17:10:28,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-13,10.6,4.5,7,10.6,2,5,5.6,91.3,10.313,100,58.33,rain,0,0,25.3,14.1,194.4,1009.3,93.2,31.4,16.5,1.5,1,10,2024-02-13T07:25:22,2024-02-13T17:12:23,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-14,14.3,10.4,12.1,14.3,10.4,12.1,10.8,91.9,1.525,100,62.5,rain,0,0,35.8,20.8,213,1009.6,99.2,34.7,30,2.6,2,10,2024-02-14T07:23:25,2024-02-14T17:14:17,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-15,16.2,11.8,13.3,16.2,11.8,13.3,11.3,88.4,4.947,100,62.5,rain,0,0,31.7,17.6,192.2,1006.6,93.9,32.2,39.9,3.4,2,10,2024-02-15T07:21:27,2024-02-15T17:16:11,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,EGBB,03647099999,03379099999,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-16,12.3,9.1,10.6,12.3,7.4,10.1,8.1,85,4.18,100,33.33,rain,0,0,30.5,18.2,256.2,1014.1,83.5,44.8,45.6,3.9,4,10,2024-02-16T07:19:27,2024-02-16T17:18:05,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-17,12.8,8.3,10.6,12.8,7.3,10.1,9.2,91.1,6.231,100,37.5,rain,0,0,34.2,18.3,198.5,1026.2,97.5,30.3,19.7,1.8,1,10,2024-02-17T07:17:26,2024-02-17T17:19:58,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-18,13.2,9.4,11.3,13.2,7.4,11,9.4,88.6,13.078,100,54.17,rain,0,0,34.1,22.4,273,1024.5,76.3,25.3,43.3,3.7,4,10,2024-02-18T07:15:24,2024-02-18T17:21:52,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-19,11.7,7.9,9.4,11.7,5.6,8.1,6.1,81,0.153,100,12.5,rain,0,0,34.1,23.4,265.4,1028.6,73.3,23.2,46,4,2,10,2024-02-19T07:13:21,2024-02-19T17:23:45,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-20,12.2,5.5,8.9,12.2,3.5,7.5,6.4,84.5,0.423,100,16.67,rain,0,0,40.6,25.1,222.3,1023.8,70.5,30.1,46.8,4.2,4,10,2024-02-20T07:11:17,2024-02-20T17:25:38,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03529099999,03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-21,11.8,8.1,9.6,11.8,5.1,7.8,8.2,91.2,8.719,100,58.33,rain,0,0,50.6,28.1,207.3,1003.8,97.6,28.4,14.2,1.2,1,10,2024-02-21T07:09:11,2024-02-21T17:27:31,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-22,8.9,2.9,6,6.3,-1.1,3,4.5,90,13.332,100,45.83,rain,0,0,36.3,22.8,234.9,983.8,69.1,34.4,15.7,1.3,1,10,2024-02-22T07:07:05,2024-02-22T17:29:23,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-23,7.3,2.2,4.1,4.7,-1.1,1.5,2,86.6,0.552,100,37.5,rain,0,0,31.2,18.4,228.4,985.2,50.5,48.2,64.5,5.6,4,10,2024-02-23T07:04:57,2024-02-23T17:31:15,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-24,8.3,-0.9,3.1,7.4,-2.5,2.1,0.9,87,0.2,100,8.33,"rain,snow",0,0,14.3,9.1,215.7,994.3,19.3,28.7,66.5,5.6,4,10,2024-02-24T07:02:49,2024-02-24T17:33:07,0.5,"Snow, Rain",Clear conditions throughout the day with rain or snow clearing later.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-25,7.7,-0.8,3.6,4.7,-1,1.4,1.8,88.6,0.18,100,12.5,rain,0,0,43.2,25.2,84.4,996.9,56.5,29.4,57,4.9,4,10,2024-02-25T07:00:39,2024-02-25T17:34:59,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-26,8,2.8,5,4.3,-1.2,1,2.1,82.4,0.238,100,25,rain,0,0,46.5,30.7,22.2,1012.8,77.1,48.3,72.8,6.3,5,10,2024-02-26T06:58:29,2024-02-26T17:36:51,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-27,7.7,0.9,4.5,5.2,-0.9,2.4,2.8,89.6,0.581,100,25,rain,0,0,30.4,17.8,233.7,1020,80.8,19.8,52,4.5,4,10,2024-02-27T06:56:18,2024-02-27T17:38:42,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-28,10.9,2.6,6.8,10.9,1,5.5,6.1,94.9,1.071,100,50,rain,0,0,46.1,25.3,206.2,1015,86.5,14.1,25.6,2.1,1,10,2024-02-28T06:54:06,2024-02-28T17:40:33,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,EGBB,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-02-29,10.5,4.6,8.2,10.5,2.7,6.8,6.2,87.4,3.219,100,54.17,rain,0,0,33.9,19.1,233.5,1002.7,96.4,27.8,33.7,3,1,10,2024-02-29T06:51:53,2024-02-29T17:42:23,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-01,6.5,1.7,3.9,3.6,-1.8,0.6,1.8,86.7,3.948,100,54.17,rain,0.1,0,40.9,26.5,164,991.2,65.3,41.7,35.9,3,3,10,2024-03-01T06:49:40,2024-03-01T17:44:13,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"03529099999,03462099999,E7347,EGBB,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-02,5.7,2,3.7,2.4,-0.8,0.6,2.1,89.2,3.434,100,75,"rain,snow",0.1,0,32.3,22.4,147.4,990.6,85.4,40.8,60.6,5.3,4,10,2024-03-02T06:47:25,2024-03-02T17:46:03,0.73,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-03,8.5,-1.3,2.7,7.6,-1.3,2.2,0.3,86.1,0.022,100,4.17,rain,0,0,13.2,7.5,229.5,1002.3,27.6,27.2,93.4,8.1,6,10,2024-03-03T06:45:11,2024-03-03T17:47:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-04,10.7,-1.5,4.6,10.7,-1.5,3.1,1.3,80.8,0.194,100,25,rain,0,0,38.2,19.9,149.6,1007.7,49.9,34.8,77.1,6.7,5,10,2024-03-04T06:42:55,2024-03-04T17:49:43,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-05,10.4,3.6,6.5,10.4,2.9,5.7,4.2,85.9,0.293,100,20.83,rain,0,0,24.7,14.2,69.4,1013,72,25.2,83.8,7.3,6,10,2024-03-05T06:40:39,2024-03-05T17:51:32,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03529099999,03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-06,9.7,1.6,5.3,8.6,1.6,4.5,3.4,88.2,0.048,100,8.33,"rain,snow",0,0,16.2,11.6,106.3,1021.2,72,7.1,42.1,3.5,2,10,2024-03-06T06:38:22,2024-03-06T17:53:21,0.87,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-07,8.5,3.6,5.5,5.3,0.4,2.4,3.5,87.9,0,0,0,rain,0,0,39.6,22.6,88.9,1021.4,87.2,5.4,43.7,3.7,3,10,2024-03-07T06:36:05,2024-03-07T17:55:09,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03529099999,03462099999,E7347,EGBB,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-08,8.8,4.3,6,5.9,0.5,2.6,2.4,78.5,0,0,0,rain,0,0,38.8,24.2,82.5,1008.6,93.1,8.8,57.5,4.9,2,10,2024-03-08T06:33:48,2024-03-08T17:56:57,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-09,12.2,4.8,8,12.2,1,5.8,4.4,78.9,0.026,100,4.17,rain,0,0,39.5,24.6,80.6,996.1,90,15.1,105.2,9,6,10,2024-03-09T06:31:29,2024-03-09T17:58:46,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-10,8,6.3,7.4,6,3.9,4.9,6.5,94.5,10.85,100,100,rain,0,0,30.6,18.8,72.8,996.3,100,4.7,22.1,1.9,2,10,2024-03-10T06:29:11,2024-03-10T18:00:33,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-11,7.7,5.8,6.5,6.7,2.8,4.4,5.4,93.1,0.385,100,20.83,rain,0,0,23.3,15.3,358.7,1007.2,97.8,4.5,27.5,2.4,2,10,2024-03-11T06:26:52,2024-03-11T18:02:21,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03529099999,03462099999,E7347,EGBB,03379099999,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-12,13.4,5.6,9.4,13.4,3.9,8.6,8.1,91.7,9.33,100,50,rain,0,0,41.4,18.2,213.4,1009,95.3,29.1,25.2,1.9,1,10,2024-03-12T06:24:33,2024-03-12T18:04:08,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,EGBB,03647099999,03379099999,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-13,13.2,10.7,11.7,13.2,10.7,11.7,8.9,83.2,0.012,100,4.17,rain,0,0,41.4,28.1,216.8,1009.3,99.9,53.2,36.2,3,2,10,2024-03-13T06:22:13,2024-03-13T18:05:55,0.1,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03529099999,03462099999,E7347,03647099999,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-14,13.9,9.8,11.5,13.9,7.8,11.4,9,84.8,1.566,100,25,rain,0,0,38.3,21.9,199.3,1004.2,98.6,32.4,60.3,5.2,6,10,2024-03-14T06:19:53,2024-03-14T18:07:42,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03529099999,03462099999,E7347,EGBB,03379099999,03354099999,03535099999,03560099999,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-15,14.2,7.8,11,14.2,4.9,10.3,8.1,82.8,2.242,100,62.5,rain,0,0,43.1,24.2,243.8,1003.2,87.7,34.9,68.5,6.1,3,10,2024-03-15T06:17:33,2024-03-15T18:09:29,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-16,10.6,2.8,8,10.6,2.8,7,4.9,81.4,1.883,100,25,rain,0,0,27.7,15.8,181.7,1018.3,77.6,37.5,81,7.1,4,10,2024-03-16T06:15:13,2024-03-16T18:11:15,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-17,15.5,8.4,11.4,15.5,7.2,11.2,8.8,84.5,7.943,100,45.83,rain,0,0,30.8,17.3,204.7,1013.2,82.8,34.6,65.4,5.6,4,10,2024-03-17T06:12:52,2024-03-17T18:13:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-18,14.1,5.4,9.8,14.1,3.8,8.9,6.8,82.5,0,0,0,rain,0,0,28.5,16.4,212,1013,50.5,40.3,78.2,6.8,4,10,2024-03-18T06:10:31,2024-03-18T18:14:48,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-19,15.1,10.1,12.1,15.1,10.1,12.1,8.9,81.2,0.636,100,20.83,rain,0,0,32.4,17.6,213.5,1013.3,89.4,44.5,75.8,6.6,4,10,2024-03-19T06:08:10,2024-03-19T18:16:34,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-20,14.2,7.9,11.6,14.2,7.5,11.5,10,90.3,3.772,100,70.83,rain,0,0,19.4,11.6,231.5,1018,95.7,22,52.4,4.7,3,10,2024-03-20T06:05:49,2024-03-20T18:18:20,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-21,12.9,7,9.9,12.9,6.5,9.5,6.7,82,0.012,100,4.17,rain,0,0,32.7,19.2,226.8,1023.3,78.2,22,72.2,6.3,3,10,2024-03-21T06:03:28,2024-03-21T18:20:05,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-22,10.9,5.5,9.1,10.9,2.9,7.5,4,72.2,0.299,100,29.17,rain,0,0,34.7,22.4,275,1017,74.3,36.7,95.6,8.2,6,10,2024-03-22T06:01:07,2024-03-22T18:21:51,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-23,8.5,3.5,6,4.7,-0.2,2.3,1.6,74,1.545,100,50,rain,0,0,47.8,29.5,269.3,1010.3,58.2,43.3,76.8,6.6,5,10,2024-03-23T05:58:46,2024-03-23T18:23:36,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-24,11.7,3.7,7.5,11.7,1.4,5.5,2.3,71.1,0.283,100,12.5,rain,0,0,41.8,27,293.9,1009.3,61.7,44.2,94.9,8.1,5,10,2024-03-24T05:56:25,2024-03-24T18:25:22,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03529099999,03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-25,10,4.9,7.4,10,3.5,5.6,4,79.1,1.533,100,37.5,rain,0,0,29.8,17,144.1,999.6,99.4,30.9,56.9,4.9,2,10,2024-03-25T05:54:04,2024-03-25T18:27:07,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,03354099999,03535099999,D7144,03560099999,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-26,13.3,6,9.1,13.3,3.4,7.8,5.1,77.2,0.086,100,8.33,rain,0,0,23.8,14.7,93.3,987.5,79.2,16.5,104.9,9.2,5,10,2024-03-26T05:51:43,2024-03-26T18:28:52,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03529099999,03462099999,E7347,EGBB,03647099999,03379099999,03354099999,03535099999,03560099999,EGNX,03544099999,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-27,8.9,4.9,6.4,5.8,2.2,3.5,4,85.2,8.4,100,50,rain,0,0,46.1,24,173.8,978.5,70.2,27.8,68.3,6.1,3,10,2024-03-27T05:49:22,2024-03-27T18:30:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03529099999,03462099999,E7347,EGBB,03354099999,03535099999,03560099999,EGNX,EGXT,03544099999"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-28,9.9,4.3,7.2,6.2,-0.3,3.1,4.6,83.7,8.9,100,58.33,rain,0,0,73.4,36.2,162.2,974,83.4,9.6,91.3,7.8,4,10,2024-03-28T05:47:01,2024-03-28T18:32:22,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-29,12.3,3.6,8.2,12.3,0,6,4.9,80.4,1.6,100,25,rain,0,0,59.4,33,194.6,984.2,58.1,9.9,88.6,7.7,6,10,2024-03-29T05:44:40,2024-03-29T18:34:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-30,13.9,3.9,8.7,13.9,1,7.4,3.9,74.4,0,0,0,rain,0,0,27.7,17.4,175.8,993.4,44.1,10,132.4,11.4,8,10,2024-03-30T05:42:20,2024-03-30T18:35:52,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-03-31,10.6,2.7,7.1,10.6,-0.2,4.7,5.4,89.3,0.9,100,20.83,rain,0,0,47.9,24.8,72.9,994.5,87.6,7.7,49.9,4.2,2,10,2024-03-31T06:39:59,2024-03-31T19:37:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-04-01,13.3,7.3,9.2,13.3,5,8,6.7,85.8,0.9,100,16.67,rain,0,0,37.1,17.8,238.5,992.2,78.3,7,112.9,9.4,7,10,2024-04-01T06:37:39,2024-04-01T19:39:22,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-04-02,13.6,5,9.1,13.6,3.4,8.1,6,82.8,6.1,100,37.5,rain,0,0,33.8,19.2,191.5,999.5,68.3,9.3,156.1,13.3,9,10,2024-04-02T06:35:20,2024-04-02T19:41:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-04-03,12.3,8.6,10.4,12.3,6.4,9.3,8,85.8,1.2,100,29.17,rain,0,0,61.2,36,212.2,997,88.1,9.3,74.7,6.6,3,10,2024-04-03T06:33:00,2024-04-03T19:42:51,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-04-04,13.9,7.6,10.4,13.9,5.9,9.9,8.2,86.9,7.4,100,79.17,rain,0,0,45.7,19.8,202.5,1000.2,86,9.1,116.6,10.2,9,10,2024-04-04T06:30:41,2024-04-04T19:44:36,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E7347,EGBB,EGNX,EGXT"
"Husbands Bosworth, Lutterworth, England, United Kingdom",2024-04-05,16.5,11.3,13.1,16.5,11.3,13.1,9.8,81.3,6.9,100,45.83,rain,0,0,66.2,35.3,201.5,1000.3,87.4,15,155,13.3,7,10,2024-04-05T06:28:23,2024-04-05T19:46:20,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"E7347,EGBB,EGNX,EGXT"
